,transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned,category,color,size,season,supplier,cost_price,list_price,store_name,region,store_size_m2,age,gender,city,revenue,profit,date_by_month,repeat_flag,discount_rate
30782,T0027159,2020-07-28,P031642,S002,C001504,4,0.1,0,Shoes,Green,S,Fall,suppliera,76.69,72.07,Porto Center,Porto,728,29,Male,Lisbon,259.452,-18.480000000000018,2020-07,Repeat,0-10%
30783,T0008803,2023-07-22,P031642,S001,C017951,1,0.0,0,Shoes,Green,S,Fall,suppliera,76.69,72.07,Lisbon Flagship,Lisbon,179,48,Female,Porto,72.07,-4.6200000000000045,2023-07,Repeat,
30784,T0031804,2020-02-17,P031751,S002,C021324,3,0.0,0,Tops,Yellow,S,Spring,supplierd,19.27,108.72,Porto Center,Porto,728,69,Male,Porto,326.15999999999997,268.35,2020-02,Repeat,
30785,T0010272,2022-09-08,P031751,S002,C011704,2,0.3,0,Tops,Yellow,S,Spring,supplierd,19.27,108.72,Porto Center,Porto,728,43,Female,Porto,152.208,178.9,2022-09,Repeat,20-30%
30786,T0017859,2020-08-15,P031751,S001,C016085,3,0.1,0,Tops,Yellow,S,Spring,supplierd,19.27,108.72,Lisbon Flagship,Lisbon,179,30,Other,Porto,293.544,268.35,2020-08,Repeat,0-10%
30787,T0025523,2023-09-27,P031974,S005,C013195,4,0.0,0,Accessories,Red,XL,Spring,supplierb,71.77,37.89,Coimbra Boutique,Coimbra,238,59,Other,Coimbra,151.56,-135.51999999999998,2023-09,Repeat,
30788,T0015037,2023-02-03,P031989,S004,C010837,1,0.1,0,Dresses,White,XL,Spring,supplierc,6.83,26.21,Online,Online,950,51,Female,Lisbon,23.589000000000002,19.380000000000003,2023-02,Repeat,0-10%
30789,T0005831,2023-11-06,P031989,S002,C015427,3,0.1,0,Dresses,White,XL,Spring,supplierc,6.83,26.21,Porto Center,Porto,728,17,Other,Faro,70.767,58.14000000000001,2023-11,Repeat,0-10%
30790,T0010561,2023-03-20,P031989,S002,C022090,2,0.2,1,Dresses,White,XL,Spring,supplierc,6.83,26.21,Porto Center,Porto,728,41,Other,Lisbon,41.93600000000001,38.760000000000005,2023-03,Repeat,10-20%
30791,T0030544,2021-11-08,P032117,S004,C018476,2,0.2,0,Dresses,White,M,Fall,supplierc,76.08,163.56,Online,Online,950,22,Female,Braga,261.696,174.96,2021-11,Repeat,10-20%
30792,T0008773,2023-11-26,P032117,S002,C017881,1,0.3,0,Dresses,White,M,Fall,supplierc,76.08,163.56,Porto Center,Porto,728,38,Unknown,Coimbra,114.49199999999999,87.48,2023-11,Repeat,20-30%
30793,T0026166,2020-03-31,P032117,S001,C016877,1,0.2,0,Dresses,White,M,Fall,supplierc,76.08,163.56,Lisbon Flagship,Lisbon,179,57,Male,Faro,130.848,87.48,2020-03,Repeat,10-20%
30794,T0017222,2024-08-04,P032117,S004,C019116,3,0.0,1,Dresses,White,M,Fall,supplierc,76.08,163.56,Online,Online,950,23,Male,Porto,490.68,262.44,2024-08,Repeat,
30795,T0029930,2024-06-20,P032321,S001,C009355,1,0.0,0,Shoes,White,XL,Summer,supplierd,35.69,154.6,Lisbon Flagship,Lisbon,179,34,Other,Lisbon,154.6,118.91,2024-06,Repeat,
30796,T0047238,2023-10-02,P032706,S002,C024557,2,0.0,0,Dresses,Blue,L,Winter,supplierb,52.04,21.73,Porto Center,Porto,728,19,Female,Braga,43.46,-60.62,2023-10,Repeat,
30797,T0014613,2022-08-01,P032880,S001,C003644,2,0.0,0,Accessories,Blue,L,Fall,suppliera,54.27,74.5,Lisbon Flagship,Lisbon,179,45,Female,Lisbon,149.0,40.459999999999994,2022-08,Repeat,
30798,T0025688,2022-11-09,P034074,S003,C012010,3,0.0,0,Bottoms,Blue,XS,Spring,supplierb,19.53,60.83,Faro Outlet,Algarve,336,23,Female,Porto,182.49,123.89999999999999,2022-11,Repeat,
30799,T0017072,2020-12-02,P034074,S005,C007686,3,0.0,0,Bottoms,Blue,XS,Spring,supplierb,19.53,60.83,Coimbra Boutique,Coimbra,238,59,Male,Lisbon,182.49,123.89999999999999,2020-12,One-time,
30800,T0049587,2022-02-15,P034151,S001,C006807,4,0.0,0,Accessories,Green,XS,Winter,supplierc,68.99,75.28,Lisbon Flagship,Lisbon,179,57,Female,Braga,301.12,25.160000000000025,2022-02,Repeat,
30801,T0010526,2021-01-12,P034264,S002,C020507,2,0.0,0,Tops,White,XL,Winter,suppliera,33.75,47.69,Porto Center,Porto,728,62,Other,Porto,95.38,27.879999999999995,2021-01,Repeat,
30802,T0024848,2024-06-13,P034529,S001,C008166,2,0.0,0,Dresses,Black,L,Summer,supplierb,35.44,96.96,Lisbon Flagship,Lisbon,179,64,Female,Faro,193.92,123.03999999999999,2024-06,Repeat,
30803,T0026301,2022-05-09,P034529,S004,C021312,2,0.0,0,Dresses,Black,L,Summer,supplierb,35.44,96.96,Online,Online,950,27,Male,Faro,193.92,123.03999999999999,2022-05,One-time,
30804,T0045127,2020-10-16,P034529,S001,C017059,4,0.1,0,Dresses,Black,L,Summer,supplierb,35.44,96.96,Lisbon Flagship,Lisbon,179,63,Male,Coimbra,349.056,246.07999999999998,2020-10,Repeat,0-10%
30805,T0018763,2022-04-22,P034529,S004,C003367,1,0.0,0,Dresses,Black,L,Summer,supplierb,35.44,96.96,Online,Online,950,16,Male,Lisbon,96.96,61.519999999999996,2022-04,Repeat,
30806,T0021584,2020-02-02,P034560,S003,C009016,2,0.0,0,Tops,White,XS,Winter,supplierc,10.2,78.31,Faro Outlet,Algarve,336,28,Male,Porto,156.62,136.22,2020-02,Repeat,
30807,T0003778,2023-06-19,P034560,S003,C014502,3,0.0,0,Tops,White,XS,Winter,supplierc,10.2,78.31,Faro Outlet,Algarve,336,46,Other,Faro,234.93,204.32999999999998,2023-06,One-time,
30808,T0015160,2022-11-18,P034560,S005,C003496,1,0.1,0,Tops,White,XS,Winter,supplierc,10.2,78.31,Coimbra Boutique,Coimbra,238,23,Male,Faro,70.479,68.11,2022-11,Repeat,0-10%
30809,T0037085,2020-11-22,P034560,S004,C001564,2,0.0,0,Tops,White,XS,Winter,supplierc,10.2,78.31,Online,Online,950,42,Other,Lisbon,156.62,136.22,2020-11,Repeat,
30810,T0010323,2024-10-28,P034621,S002,C023823,1,0.0,0,Tops,Blue,XS,Summer,supplierb,52.38,148.13,Porto Center,Porto,728,44,Male,Coimbra,148.13,95.75,2024-10,Repeat,
30811,T0018356,2022-01-11,P035035,S001,C015018,2,0.0,0,Accessories,Unknown,S,Fall,suppliera,14.88,169.76,Lisbon Flagship,Lisbon,179,16,Male,Lisbon,339.52,309.76,2022-01,Repeat,
30812,T0048245,2022-08-28,P035035,S005,C010196,3,0.3,0,Accessories,Unknown,S,Fall,suppliera,14.88,169.76,Coimbra Boutique,Coimbra,238,20,Male,Braga,356.496,464.64,2022-08,Repeat,20-30%
30813,T0049735,2024-04-23,P035035,S002,C011894,3,0.2,0,Accessories,Unknown,S,Fall,suppliera,14.88,169.76,Porto Center,Porto,728,21,Female,Faro,407.424,464.64,2024-04,Repeat,10-20%
30814,T0007142,2023-04-24,P035258,S004,C018578,4,0.0,0,Shoes,Yellow,XS,Spring,supplierc,44.87,133.87,Online,Online,950,25,Male,Faro,535.48,356.0,2023-04,Repeat,
30815,T0023570,2020-07-31,P035765,S001,C004355,1,0.0,0,Accessories,Blue,L,Winter,supplierc,65.46,137.5,Lisbon Flagship,Lisbon,179,68,Female,Braga,137.5,72.04,2020-07,Repeat,
30816,T0041057,2021-11-23,P035793,S004,C002940,2,0.0,0,Tops,Blue,M,Winter,suppliera,21.29,56.66,Online,Online,950,60,Male,Braga,113.32,70.74,2021-11,Repeat,
30817,T0019031,2020-08-20,P036358,S005,C000445,2,0.2,0,Tops,Blue,XL,Spring,suppliera,12.38,159.11,Coimbra Boutique,Coimbra,238,29,Female,Coimbra,254.57600000000002,293.46000000000004,2020-08,Repeat,10-20%
30818,T0009691,2021-08-14,P036358,S003,C024315,3,0.0,0,Tops,Blue,XL,Spring,suppliera,12.38,159.11,Faro Outlet,Algarve,336,41,Other,Faro,477.33000000000004,440.19000000000005,2021-08,Repeat,
30819,T0030766,2021-07-24,P036470,S002,C019203,3,0.0,0,Tops,White,S,Fall,supplierd,18.09,188.9,Porto Center,Porto,728,56,Male,Porto,566.7,512.4300000000001,2021-07,Repeat,
30820,T0012068,2023-10-11,P036476,S002,C013554,2,0.2,0,Accessories,Yellow,XL,Summer,supplierb,56.24,110.55,Porto Center,Porto,728,50,Female,Faro,176.88,108.61999999999999,2023-10,Repeat,10-20%
30821,T0018231,2022-06-20,P036476,S005,C010925,1,0.1,0,Accessories,Yellow,XL,Summer,supplierb,56.24,110.55,Coimbra Boutique,Coimbra,238,66,Female,Faro,99.495,54.309999999999995,2022-06,Repeat,0-10%
30822,T0011758,2021-06-17,P036962,S001,C008343,4,0.0,0,Shoes,Yellow,M,Summer,supplierd,22.48,94.06,Lisbon Flagship,Lisbon,179,28,Female,Coimbra,376.24,286.32,2021-06,Repeat,
30823,T0045727,2024-03-14,P037084,S003,C023318,1,0.0,0,Dresses,Black,S,Spring,supplierd,76.07,180.97,Faro Outlet,Algarve,336,66,Male,Faro,180.97,104.9,2024-03,One-time,
30824,T0010060,2023-12-18,P037084,S001,C024377,2,0.2,1,Dresses,Black,S,Spring,supplierd,76.07,180.97,Lisbon Flagship,Lisbon,179,62,Female,Coimbra,289.552,209.8,2023-12,Repeat,10-20%
30825,T0013373,2022-07-23,P037084,S003,C008061,2,0.3,0,Dresses,Black,S,Spring,supplierd,76.07,180.97,Faro Outlet,Algarve,336,58,Female,Faro,253.35799999999998,209.8,2022-07,One-time,20-30%
30826,T0023187,2020-08-24,P037728,S003,C006556,2,0.0,1,Dresses,Black,XS,Winter,suppliera,12.55,99.22,Faro Outlet,Algarve,336,36,Other,Porto,198.44,173.34,2020-08,Repeat,
30827,T0002821,2022-11-25,P037828,S001,C015037,2,0.0,0,Bottoms,Yellow,L,Winter,suppliera,77.28,173.71,Lisbon Flagship,Lisbon,179,51,Male,Coimbra,347.42,192.86,2022-11,One-time,
30828,T0030418,2023-12-01,P037828,S002,C006237,3,0.0,0,Bottoms,Yellow,L,Winter,suppliera,77.28,173.71,Porto Center,Porto,728,45,Male,Lisbon,521.13,289.29,2023-12,Repeat,
30829,T0024471,2021-05-18,P038298,S003,C014738,4,0.0,1,Accessories,Unknown,L,Spring,supplierd,31.16,123.49,Faro Outlet,Algarve,336,21,Other,Faro,493.96,369.32,2021-05,Repeat,
30830,T0026024,2020-09-15,P038298,S004,C022957,2,0.1,0,Accessories,Unknown,L,Spring,supplierd,31.16,123.49,Online,Online,950,19,Male,Lisbon,222.28199999999998,184.66,2020-09,Repeat,0-10%
30831,T0023730,2022-04-20,P038302,S001,C012620,3,0.0,0,Bottoms,Red,L,Summer,suppliera,17.82,181.7,Lisbon Flagship,Lisbon,179,58,Female,Porto,545.0999999999999,491.64,2022-04,Repeat,
30832,T0015990,2024-09-01,P038302,S003,C015889,3,0.2,0,Bottoms,Red,L,Summer,suppliera,17.82,181.7,Faro Outlet,Algarve,336,63,Other,Faro,436.0799999999999,491.64,2024-09,Repeat,10-20%
30833,T0008591,2023-08-29,P038961,S003,C018083,4,0.0,0,Shoes,Green,S,Summer,supplierd,33.21,119.65,Faro Outlet,Algarve,336,69,Male,Lisbon,478.6,345.76,2023-08,Repeat,
30834,T0048063,2023-10-10,P038961,S005,C004973,2,0.0,0,Shoes,Green,S,Summer,supplierd,33.21,119.65,Coimbra Boutique,Coimbra,238,24,Male,Braga,239.3,172.88,2023-10,Repeat,
30835,T0025868,2023-11-27,P038973,S003,C007080,4,0.0,0,Tops,Black,XS,Winter,suppliera,21.92,81.03,Faro Outlet,Algarve,336,18,Female,Lisbon,324.12,236.44,2023-11,Repeat,
30836,T0028830,2023-10-04,P038973,S004,C007072,4,0.0,0,Tops,Black,XS,Winter,suppliera,21.92,81.03,Online,Online,950,60,Male,Faro,324.12,236.44,2023-10,Repeat,
30837,T0021444,2024-09-11,P039164,S005,C000218,2,0.0,0,Dresses,White,L,Spring,supplierc,19.03,178.95,Coimbra Boutique,Coimbra,238,27,Male,Coimbra,357.9,319.84,2024-09,Repeat,
30838,T0017172,2023-05-06,P039675,S004,C018604,4,0.2,0,Bottoms,Red,L,Fall,supplierd,77.52,165.29,Online,Online,950,55,Female,Porto,528.928,351.08,2023-05,Repeat,10-20%
30839,T0030138,2021-12-06,P039675,S002,C005451,4,0.0,0,Bottoms,Red,L,Fall,supplierd,77.52,165.29,Porto Center,Porto,728,39,Female,Braga,661.16,351.08,2021-12,Repeat,
30840,T0018340,2022-08-25,P039686,S005,C000596,2,0.0,0,Accessories,Yellow,S,Fall,supplierc,31.21,193.99,Coimbra Boutique,Coimbra,238,41,Male,Lisbon,387.98,325.56,2022-08,Repeat,
30841,T0022043,2020-04-17,P039686,S001,C001771,2,0.0,0,Accessories,Yellow,S,Fall,supplierc,31.21,193.99,Lisbon Flagship,Lisbon,179,21,Other,Lisbon,387.98,325.56,2020-04,Repeat,
30842,T0025739,2021-11-29,P039686,S005,C006059,1,0.0,0,Accessories,Yellow,S,Fall,supplierc,31.21,193.99,Coimbra Boutique,Coimbra,238,17,Other,Coimbra,193.99,162.78,2021-11,One-time,
30843,T0002629,2024-06-25,P039686,S005,C024327,4,0.0,0,Accessories,Yellow,S,Fall,supplierc,31.21,193.99,Coimbra Boutique,Coimbra,238,29,Other,Coimbra,775.96,651.12,2024-06,Repeat,
30844,T0002783,2021-02-15,P039972,S002,C014229,1,0.0,1,Tops,White,L,Summer,supplierc,68.35,91.07,Porto Center,Porto,728,57,Male,Faro,91.07,22.72,2021-02,Repeat,
30845,T0034717,2023-05-28,P039972,S003,C023517,2,0.0,0,Tops,White,L,Summer,supplierc,68.35,91.07,Faro Outlet,Algarve,336,30,Female,Braga,182.14,45.44,2023-05,Repeat,
30846,T0024120,2021-11-30,P040203,S005,C007515,3,0.3,0,Accessories,White,S,Fall,suppliera,21.95,120.77,Coimbra Boutique,Coimbra,238,45,Other,Faro,253.617,296.46,2021-11,Repeat,20-30%
30847,T0030795,2023-07-22,P040203,S001,C011402,3,0.0,0,Accessories,White,S,Fall,suppliera,21.95,120.77,Lisbon Flagship,Lisbon,179,51,Female,Lisbon,362.31,296.46,2023-07,Repeat,
30848,T0006006,2024-02-12,P040203,S005,C001710,3,0.3,0,Accessories,White,S,Fall,suppliera,21.95,120.77,Coimbra Boutique,Coimbra,238,29,Other,Lisbon,253.617,296.46,2024-02,Repeat,20-30%
30849,T0006612,2020-05-29,P040203,S004,C006992,1,0.0,0,Accessories,White,S,Fall,suppliera,21.95,120.77,Online,Online,950,50,Male,Faro,120.77,98.82,2020-05,Repeat,
30850,T0006326,2023-09-07,P040371,S005,C011731,4,0.1,0,Dresses,Blue,XS,Winter,supplierc,72.08,43.66,Coimbra Boutique,Coimbra,238,37,Male,Lisbon,157.176,-113.68,2023-09,Repeat,0-10%
30851,T0003162,2022-09-18,P040371,S002,C021155,2,0.0,0,Dresses,Blue,XS,Winter,supplierc,72.08,43.66,Porto Center,Porto,728,19,Other,Coimbra,87.32,-56.84,2022-09,Repeat,
30852,T0029239,2024-11-28,P040499,S001,C011263,3,0.0,0,Shoes,Red,L,Spring,supplierc,28.26,190.21,Lisbon Flagship,Lisbon,179,31,Male,Coimbra,570.63,485.85,2024-11,One-time,
30853,T0049540,2023-10-25,P040499,S001,C024412,4,0.0,0,Shoes,Red,L,Spring,supplierc,28.26,190.21,Lisbon Flagship,Lisbon,179,60,Male,Coimbra,760.84,647.8000000000001,2023-10,Repeat,
30854,T0005741,2024-06-28,P040499,S001,C001837,2,0.0,1,Shoes,Red,L,Spring,supplierc,28.26,190.21,Lisbon Flagship,Lisbon,179,69,Other,Braga,380.42,323.90000000000003,2024-06,Repeat,
30855,T0040294,2023-07-15,P040501,S003,C021813,4,0.0,0,Accessories,Black,XS,Spring,supplierb,19.26,152.51,Faro Outlet,Algarve,336,54,Other,Braga,610.04,533.0,2023-07,Repeat,
30856,T0009797,2021-06-11,P040584,S003,C023340,2,0.0,0,Accessories,Black,S,Winter,supplierc,71.08,39.57,Faro Outlet,Algarve,336,39,Female,Porto,79.14,-63.019999999999996,2021-06,Repeat,
30857,T0036445,2020-04-05,P040838,S005,C002414,2,0.0,0,Bottoms,Red,XS,Fall,supplierc,38.22,168.82,Coimbra Boutique,Coimbra,238,54,Other,Lisbon,337.64,261.2,2020-04,Repeat,
30858,T0038196,2023-03-24,P041054,S004,C017698,3,0.0,0,Accessories,Green,L,Winter,suppliera,15.4,112.89,Online,Online,950,61,Other,Lisbon,338.67,292.46999999999997,2023-03,One-time,
30859,T0047379,2024-11-09,P041336,S001,C018847,4,0.1,0,Bottoms,White,XL,Fall,supplierb,62.49,147.01,Lisbon Flagship,Lisbon,179,49,Female,Coimbra,529.236,338.0799999999999,2024-11,Repeat,0-10%
30860,T0041881,2023-09-12,P041336,S005,C005438,2,0.0,0,Bottoms,White,XL,Fall,supplierb,62.49,147.01,Coimbra Boutique,Coimbra,238,33,Male,Lisbon,294.02,169.03999999999996,2023-09,Repeat,
30861,T0047051,2023-03-27,P041471,S001,C013620,3,0.0,0,Dresses,Red,XL,Winter,suppliera,48.85,70.86,Lisbon Flagship,Lisbon,179,61,Male,Porto,212.57999999999998,66.03,2023-03,Repeat,
30862,T0016824,2020-09-07,P041558,S001,C007443,3,0.1,0,Bottoms,Green,L,Spring,supplierc,58.74,76.44,Lisbon Flagship,Lisbon,179,56,Other,Porto,206.388,53.09999999999999,2020-09,Repeat,0-10%
30863,T0011324,2024-08-14,P041558,S004,C001809,3,0.0,1,Bottoms,Green,L,Spring,supplierc,58.74,76.44,Online,Online,950,66,Female,Braga,229.32,53.09999999999999,2024-08,One-time,
30864,T0022064,2023-12-30,P042137,S001,C007720,3,0.0,0,Bottoms,Yellow,M,Fall,supplierd,32.61,71.76,Lisbon Flagship,Lisbon,179,57,Other,Faro,215.28000000000003,117.45000000000002,2023-12,Repeat,
30865,T0022685,2023-04-08,P042181,S001,C008192,4,0.0,0,Shoes,Black,XL,Spring,supplierc,17.85,140.2,Lisbon Flagship,Lisbon,179,56,Male,Braga,560.8,489.4,2023-04,One-time,
30866,T0017244,2021-12-19,P042254,S002,C001810,4,0.0,0,Bottoms,White,XL,Summer,supplierd,19.57,18.09,Porto Center,Porto,728,20,Other,Coimbra,72.36,-5.920000000000002,2021-12,Repeat,
30867,T0024344,2021-06-06,P042675,S003,C021363,1,0.0,0,Tops,Blue,XS,Spring,supplierd,37.3,19.52,Faro Outlet,Algarve,336,42,Male,Lisbon,19.52,-17.779999999999998,2021-06,Repeat,
30868,T0045675,2021-02-06,P042704,S005,C010358,2,0.0,0,Bottoms,Blue,S,Spring,suppliera,56.75,75.67,Coimbra Boutique,Coimbra,238,41,Female,Coimbra,151.34,37.84,2021-02,Repeat,
30869,T0049112,2022-01-05,P042862,S001,C003420,2,0.0,0,Bottoms,Yellow,S,Winter,suppliera,61.08,40.42,Lisbon Flagship,Lisbon,179,44,Female,Porto,80.84,-41.31999999999999,2022-01,Repeat,
30870,T0029964,2020-09-27,P042897,S001,C022806,4,0.1,0,Shoes,White,S,Winter,suppliera,61.11,64.77,Lisbon Flagship,Lisbon,179,34,Male,Lisbon,233.172,14.639999999999986,2020-09,Repeat,0-10%
30871,T0011578,2023-08-06,P042900,S003,C012654,1,0.0,0,Tops,Yellow,XS,Winter,supplierb,39.8,134.88,Faro Outlet,Algarve,336,53,Male,Braga,134.88,95.08,2023-08,Repeat,
30872,T0046447,2021-03-31,P043141,S004,C009637,1,0.2,1,Shoes,White,L,Summer,supplierd,26.46,35.35,Online,Online,950,43,Female,Faro,28.28,8.89,2021-03,Repeat,10-20%
30873,T0020909,2023-04-23,P043226,S005,C005543,4,0.0,1,Bottoms,Green,S,Summer,supplierc,65.09,178.27,Coimbra Boutique,Coimbra,238,65,Unknown,Coimbra,713.08,452.72,2023-04,Repeat,
30874,T0029328,2023-05-04,P043226,S003,C003291,3,0.0,0,Bottoms,Green,S,Summer,supplierc,65.09,178.27,Faro Outlet,Algarve,336,40,Male,Coimbra,534.8100000000001,339.54,2023-05,Repeat,
30875,T0048386,2021-09-26,P043228,S004,C009711,3,0.0,0,Bottoms,White,M,Winter,supplierd,69.3,63.44,Online,Online,950,22,Male,Porto,190.32,-17.58,2021-09,Repeat,
30876,T0029076,2023-07-07,P043375,S003,C012184,3,0.0,0,Tops,Red,M,Winter,supplierb,74.3,96.93,Faro Outlet,Algarve,336,56,Other,Braga,290.79,67.89000000000003,2023-07,Repeat,
30877,T0029212,2024-03-28,P043790,S004,C005650,2,0.0,0,Tops,Red,XL,Fall,suppliera,77.42,11.3,Online,Online,950,50,Female,Braga,22.6,-132.24,2024-03,Repeat,
30878,T0042142,2023-02-21,P043790,S002,C023320,1,0.0,0,Tops,Red,XL,Fall,suppliera,77.42,11.3,Porto Center,Porto,728,41,Other,Coimbra,11.3,-66.12,2023-02,Repeat,
30879,T0025922,2020-05-09,P043862,S001,C000850,4,0.2,0,Tops,Yellow,XS,Spring,supplierc,22.01,187.25,Lisbon Flagship,Lisbon,179,31,Male,Coimbra,599.2,660.96,2020-05,Repeat,10-20%
30880,T0013131,2024-08-09,P043862,S002,C024147,3,0.1,0,Tops,Yellow,XS,Spring,supplierc,22.01,187.25,Porto Center,Porto,728,54,Female,Lisbon,505.575,495.72,2024-08,Repeat,0-10%
30881,T0027625,2021-12-25,P043890,S003,C018633,2,0.1,0,Dresses,Green,M,Winter,supplierd,21.48,70.59,Faro Outlet,Algarve,336,34,Female,Faro,127.06200000000001,98.22,2021-12,Repeat,0-10%
30882,T0002545,2020-05-18,P044122,S002,C004003,1,0.1,0,Accessories,Red,L,Winter,supplierb,28.87,175.45,Porto Center,Porto,728,57,Other,Faro,157.905,146.57999999999998,2020-05,Repeat,0-10%
30883,T0015411,2021-07-27,P044122,S005,C006472,1,0.0,0,Accessories,Red,L,Winter,supplierb,28.87,175.45,Coimbra Boutique,Coimbra,238,52,Male,Faro,175.45,146.57999999999998,2021-07,Repeat,
30884,T0007014,2023-07-21,P044161,S003,C003063,3,0.0,0,Bottoms,Unknown,S,Winter,supplierb,73.07,175.92,Faro Outlet,Algarve,336,18,Other,Braga,527.76,308.54999999999995,2023-07,Repeat,
30885,T0041426,2024-07-07,P044670,S002,C006043,4,0.0,0,Dresses,Yellow,L,Summer,supplierc,40.2,122.82,Porto Center,Porto,728,44,Female,Faro,491.28,330.47999999999996,2024-07,Repeat,
30886,T0006566,2021-02-06,P044670,S005,C023094,1,0.0,0,Dresses,Yellow,L,Summer,supplierc,40.2,122.82,Coimbra Boutique,Coimbra,238,20,Male,Braga,122.82,82.61999999999999,2021-02,Repeat,
30887,T0019996,2021-12-08,P044891,S004,C023211,4,0.0,0,Accessories,Black,L,Fall,supplierc,75.26,96.69,Online,Online,950,44,Other,Coimbra,386.76,85.71999999999997,2021-12,Repeat,
30888,T0019178,2024-07-03,P044891,S003,C021582,2,0.0,1,Accessories,Black,L,Fall,supplierc,75.26,96.69,Faro Outlet,Algarve,336,69,Male,Faro,193.38,42.859999999999985,2024-07,Repeat,
30889,T0016627,2021-08-31,P044891,S004,C022102,3,0.1,0,Accessories,Black,L,Fall,supplierc,75.26,96.69,Online,Online,950,34,Other,Lisbon,261.063,64.28999999999998,2021-08,One-time,0-10%
30890,T0029452,2020-12-13,P045120,S005,C009710,4,0.0,0,Bottoms,White,S,Spring,supplierd,18.45,172.34,Coimbra Boutique,Coimbra,238,30,Other,Coimbra,689.36,615.5600000000001,2020-12,Repeat,
30891,T0048506,2021-10-21,P045360,S003,C006638,4,0.0,0,Tops,Green,S,Fall,supplierc,26.49,52.3,Faro Outlet,Algarve,336,54,Male,Lisbon,209.2,103.24,2021-10,Repeat,
30892,T0036371,2021-05-18,P045533,S004,C000669,2,0.0,0,Dresses,Blue,M,Winter,supplierb,76.74,193.16,Online,Online,950,36,Male,Porto,386.32,232.84,2021-05,Repeat,
30893,T0023903,2021-01-21,P045874,S004,C004759,3,0.0,0,Bottoms,White,XS,Spring,supplierc,20.94,125.33,Online,Online,950,20,Male,Lisbon,375.99,313.17,2021-01,Repeat,
30894,T0037368,2022-07-12,P045905,S001,C014756,4,0.0,0,Unknown,Unknown,M,Fall,supplierd,77.66,33.16,Lisbon Flagship,Lisbon,179,55,Male,Porto,132.64,-178.0,2022-07,Repeat,
30895,T0030705,2022-11-24,P046025,S005,C010083,3,0.0,1,Dresses,White,XS,Spring,supplierb,8.04,108.34,Coimbra Boutique,Coimbra,238,62,Other,Lisbon,325.02,300.90000000000003,2022-11,Repeat,
30896,T0028311,2022-01-20,P046158,S002,C015428,1,0.1,1,Bottoms,Yellow,L,Winter,supplierb,28.63,106.49,Porto Center,Porto,728,45,Female,Faro,95.841,77.86,2022-01,Repeat,0-10%
30897,T0041680,2022-01-28,P046280,S001,C002164,4,0.1,0,Bottoms,Blue,XL,Winter,supplierd,19.65,161.96,Lisbon Flagship,Lisbon,179,34,Female,Faro,583.056,569.24,2022-01,Repeat,0-10%
30898,T0049759,2024-10-31,P046280,S005,C021941,4,0.2,0,Bottoms,Blue,XL,Winter,supplierd,19.65,161.96,Coimbra Boutique,Coimbra,238,56,Female,Faro,518.272,569.24,2024-10,Repeat,10-20%
30899,T0034744,2024-04-25,P046280,S002,C006556,3,0.0,0,Bottoms,Blue,XL,Winter,supplierd,19.65,161.96,Porto Center,Porto,728,36,Other,Porto,485.88,426.93,2024-04,Repeat,
30900,T0018446,2023-02-14,P046280,S004,C008560,4,0.1,1,Bottoms,Blue,XL,Winter,supplierd,19.65,161.96,Online,Online,950,64,Male,Faro,583.056,569.24,2023-02,Repeat,0-10%
30901,T0019028,2021-02-08,P046380,S003,C017120,2,0.0,0,Tops,Red,XL,Spring,supplierc,25.98,100.96,Faro Outlet,Algarve,336,44,Female,Faro,201.92,149.95999999999998,2021-02,Repeat,
30902,T0005057,2020-09-05,P046642,S001,C004864,2,0.0,0,Accessories,Red,S,Winter,supplierb,71.01,184.67,Lisbon Flagship,Lisbon,179,39,Male,Lisbon,369.34,227.31999999999996,2020-09,One-time,
30903,T0026665,2020-03-23,P046642,S004,C006237,2,0.0,0,Accessories,Red,S,Winter,supplierb,71.01,184.67,Online,Online,950,45,Male,Lisbon,369.34,227.31999999999996,2020-03,Repeat,
30904,T0036202,2024-09-19,P046642,S002,C015583,3,0.0,1,Accessories,Red,S,Winter,supplierb,71.01,184.67,Porto Center,Porto,728,51,Other,Braga,554.01,340.97999999999996,2024-09,Repeat,
30905,T0035875,2023-06-08,P046722,S002,C014899,2,0.1,0,Bottoms,Green,XS,Summer,supplierb,36.85,145.9,Porto Center,Porto,728,63,Male,Lisbon,262.62,218.10000000000002,2023-06,Repeat,0-10%
30906,T0044104,2021-10-27,P046821,S003,C000245,2,0.1,0,Accessories,Yellow,M,Fall,supplierc,19.86,172.13,Faro Outlet,Algarve,336,67,Male,Lisbon,309.834,304.53999999999996,2021-10,One-time,0-10%
30907,T0038727,2024-12-24,P046867,S003,C013171,2,0.1,0,Tops,Red,XS,Winter,supplierd,47.8,189.66,Faro Outlet,Algarve,336,52,Male,Faro,341.388,283.72,2024-12,Repeat,0-10%
30908,T0018839,2024-03-26,P046924,S005,C001543,4,0.0,0,Shoes,Yellow,XL,Winter,supplierb,59.87,89.27,Coimbra Boutique,Coimbra,238,25,Male,Lisbon,357.08,117.6,2024-03,Repeat,
30909,T0006973,2024-03-30,P047388,S003,C007875,4,0.0,1,Tops,Black,L,Summer,supplierb,69.57,162.82,Faro Outlet,Algarve,336,28,Other,Porto,651.28,373.0,2024-03,One-time,
